epoch,acc,loss,mse,val_acc,val_loss,val_mse
47,0.8225,0.46101150661706924,0.1453349,0.645,0.6287323236465454,0.2184556
48,0.8225,0.45512184500694275,0.14319223,0.64,0.625623345375061,0.21699022
49,0.83,0.45837346464395523,0.14451772,0.655,0.6224014163017273,0.21548103
50,0.83125,0.45330551266670227,0.14243522,0.655,0.6190717220306396,0.2139284
51,0.81875,0.4584139287471771,0.1445311,0.675,0.6153388023376465,0.2121976
52,0.81,0.4598704129457474,0.14579314,0.67,0.6120787858963013,0.2107041
53,0.82375,0.4453124701976776,0.13952209,0.68,0.6082111597061157,0.20893665
54,0.8175,0.44580451399087906,0.13982518,0.685,0.6045321226119995,0.20726992
55,0.82,0.43930962681770325,0.13724639,0.685,0.6010103821754456,0.20569162
56,0.81375,0.44250892102718353,0.13872923,0.69,0.5968447327613831,0.20382914
57,0.81125,0.4436369836330414,0.13954154,0.7,0.5935937762260437,0.20240425
58,0.8225,0.4389069527387619,0.13744155,0.7,0.5894657373428345,0.20059933
59,0.81625,0.43809088319540024,0.13740766,0.705,0.5854231119155884,0.19885054
60,0.825,0.4282829165458679,0.13322385,0.705,0.5812504291534424,0.19706175
61,0.82,0.4272763803601265,0.13308188,0.7,0.5773021578788757,0.19538772
62,0.82125,0.4273017719388008,0.13292874,0.705,0.5734074115753174,0.19376121
63,0.83875,0.4254448413848877,0.13212158,0.7,0.569118857383728,0.19196899
64,0.8125,0.42599454522132874,0.13257404,0.7,0.5650827884674072,0.19029705
65,0.83125,0.42204219102859497,0.13125612,0.705,0.5611458420753479,0.18867166
66,0.84625,0.4177869111299515,0.1295004,0.705,0.5573537945747375,0.18711706
67,0.8125,0.4252976253628731,0.13301313,0.705,0.5536527037620544,0.18561715
68,0.82875,0.4138012081384659,0.1280034,0.705,0.5503737926483154,0.18431039
69,0.82625,0.4175555557012558,0.12957713,0.705,0.5467910766601562,0.18287624
70,0.8275,0.41315969824790955,0.12812504,0.705,0.5436314344406128,0.1816402
71,0.835,0.414270244538784,0.12843451,0.71,0.5406919717788696,0.18049648
72,0.8325,0.40971817821264267,0.12701702,0.71,0.5377436280250549,0.17935337
73,0.83375,0.40939875692129135,0.12663212,0.72,0.5345048904418945,0.17810625
74,0.82875,0.41284075379371643,0.1281864,0.72,0.5313606262207031,0.17691348
75,0.83625,0.40359506756067276,0.1243223,0.72,0.5287395715713501,0.17592825
76,0.82625,0.4034489244222641,0.124323994,0.725,0.5258164405822754,0.1748341
77,0.83375,0.4043946638703346,0.12522638,0.73,0.5229318737983704,0.1737557
78,0.84125,0.40083907544612885,0.12347562,0.73,0.5203211307525635,0.17279965
79,0.84875,0.39945586025714874,0.1230137,0.725,0.5175876021385193,0.17182015
80,0.835,0.39939775317907333,0.123151064,0.725,0.5147988200187683,0.1708079
81,0.845,0.39552101492881775,0.12163221,0.725,0.5124279260635376,0.16995895
82,0.82875,0.40108706802129745,0.124272175,0.725,0.5102007389068604,0.16919634
83,0.85125,0.39385347813367844,0.12063833,0.725,0.5075162649154663,0.16826239
84,0.84625,0.3909328877925873,0.1202525,0.725,0.5050612092018127,0.16739334
85,0.83875,0.386472150683403,0.1185384,0.73,0.5028780102729797,0.16661696
86,0.845,0.3939841091632843,0.12058626,0.735,0.5005860328674316,0.16583794
87,0.82125,0.40005436539649963,0.123856276,0.74,0.4986008107662201,0.16514719
88,0.835,0.3898429647088051,0.11964641,0.745,0.4960057735443115,0.1642206
89,0.845,0.3881647363305092,0.11893909,0.75,0.49347758293151855,0.1633346
90,0.835,0.3888882175087929,0.11970342,0.75,0.4910130202770233,0.1624552
91,0.84125,0.38272805511951447,0.11705801,0.75,0.48888489603996277,0.16169235
92,0.84,0.3931396156549454,0.121187404,0.75,0.4868665933609009,0.16095477
93,0.8425,0.3834063857793808,0.11731362,0.75,0.48432815074920654,0.16007036
94,0.8375,0.3827774077653885,0.11774808,0.75,0.4818211793899536,0.15915938
95,0.8575,0.37927598506212234,0.115549415,0.75,0.47950154542922974,0.15830232
96,0.8525,0.3831169381737709,0.11699142,0.755,0.4774893820285797,0.15761049
97,0.8375,0.3751455843448639,0.11488081,0.755,0.475038081407547,0.1567813
98,0.845,0.3813937157392502,0.11691302,0.755,0.47289395332336426,0.15600982
99,0.84625,0.3743656277656555,0.114388965,0.755,0.4705510437488556,0.15518549
100,0.83875,0.38321690261363983,0.11801976,0.76,0.46845871210098267,0.15440376
101,0.83375,0.3783428370952606,0.11560165,0.76,0.4665752649307251,0.1537087
102,0.84625,0.37017587572336197,0.11262325,0.76,0.4643235504627228,0.15292938
103,0.84,0.3766859322786331,0.1154038,0.765,0.4621899724006653,0.1521278
104,0.8525,0.3704063594341278,0.11299868,0.765,0.4601648449897766,0.15138178
105,0.84625,0.36861977726221085,0.11253292,0.765,0.45844539999961853,0.15076448
106,0.84625,0.3700922131538391,0.11322579,0.765,0.45637908577919006,0.15000112
107,0.8375,0.37388793379068375,0.11459364,0.765,0.45433658361434937,0.14922316
108,0.84125,0.3712058365345001,0.11337117,0.765,0.45262205600738525,0.14858358
109,0.845,0.3679299131035805,0.11248504,0.77,0.45071181654930115,0.1478606
110,0.84375,0.36857353895902634,0.11286087,0.77,0.4489920437335968,0.14724092
111,0.84625,0.37141818553209305,0.11364626,0.77,0.44747111201286316,0.14663817
112,0.8375,0.3658105283975601,0.112051345,0.77,0.44627344608306885,0.14619792
113,0.84375,0.36521848291158676,0.111165896,0.78,0.4448351263999939,0.14562085
114,0.84375,0.3646171763539314,0.110769756,0.78,0.44357380270957947,0.1451221
115,0.84125,0.3661157488822937,0.11184889,0.78,0.4423717260360718,0.14463218
116,0.845,0.36116328090429306,0.10978963,0.78,0.44127875566482544,0.14414895
117,0.8525,0.35553787648677826,0.10765933,0.78,0.43995201587677,0.14361781
118,0.845,0.36492953449487686,0.111461066,0.78,0.4384619891643524,0.1430217
119,0.85125,0.36134175956249237,0.11042662,0.78,0.43717652559280396,0.14255415
120,0.8425,0.3610340505838394,0.110095024,0.79,0.43580180406570435,0.1420146
121,0.8525,0.3554467037320137,0.107783966,0.795,0.43423187732696533,0.14142938
122,0.8475,0.358513705432415,0.108493656,0.8,0.43271464109420776,0.14085138
123,0.8475,0.3544759824872017,0.107666425,0.805,0.43119052052497864,0.14027075
124,0.85625,0.35597458481788635,0.1077528,0.81,0.4295549690723419,0.13962884
125,0.85125,0.35267191380262375,0.106364496,0.815,0.42841389775276184,0.13916425
126,0.855,0.3534618690609932,0.10699883,0.815,0.42686063051223755,0.13856992
127,0.84875,0.35069452226161957,0.105762795,0.81,0.4251721203327179,0.13790995
128,0.855,0.35194236785173416,0.10588823,0.81,0.42376387119293213,0.13732046
129,0.85625,0.35376258194446564,0.107125856,0.815,0.42213016748428345,0.13666219
130,0.86125,0.35327041149139404,0.106077805,0.815,0.42092257738113403,0.13616277
131,0.845,0.3502352684736252,0.10592424,0.815,0.41940003633499146,0.13557117
132,0.85125,0.3482415899634361,0.104608685,0.815,0.41804444789886475,0.13501897
133,0.85125,0.3486601188778877,0.10495536,0.82,0.4165767729282379,0.1344097
134,0.86375,0.34241221100091934,0.10308641,0.82,0.4150316119194031,0.13387206
135,0.8625,0.34043943136930466,0.101721026,0.825,0.41387736797332764,0.13339414
136,0.86,0.34543032944202423,0.103443556,0.825,0.41306930780410767,0.1329948
137,0.8675,0.336469404399395,0.100223824,0.825,0.4117514491081238,0.13250801
138,0.87125,0.33602166920900345,0.100051686,0.825,0.41034236550331116,0.13190222
139,0.8575,0.34388715773820877,0.10327703,0.825,0.40912890434265137,0.13136268
140,0.86,0.34507594257593155,0.10289753,0.83,0.40829145908355713,0.1309566
141,0.85,0.33994726091623306,0.102367766,0.83,0.40706807374954224,0.1304593
142,0.8675,0.340102419257164,0.10172167,0.83,0.4060286283493042,0.12999684
143,0.86,0.3456284925341606,0.10436197,0.83,0.404994934797287,0.12958828
144,0.86125,0.3344109207391739,0.09987881,0.835,0.40391620993614197,0.12914172
145,0.85125,0.3470298945903778,0.10484405,0.835,0.4028110206127167,0.1287312
146,0.87,0.3372669741511345,0.10090265,0.835,0.4017511010169983,0.12829003
147,0.8675,0.3386717140674591,0.10140348,0.835,0.4013655185699463,0.12805659
148,0.87,0.33071169257164,0.09808265,0.84,0.40063172578811646,0.12778713
149,0.865,0.3328755795955658,0.09895182,0.84,0.3997236490249634,0.12736697
150,0.865,0.3308028131723404,0.09887783,0.84,0.39868637919425964,0.12696145
151,0.8675,0.32924076169729233,0.098286286,0.84,0.3980170786380768,0.12665628
152,0.8725,0.32764847576618195,0.097563915,0.84,0.3973080515861511,0.12632142
153,0.8675,0.32781655341386795,0.09743517,0.84,0.39648959040641785,0.12596749
154,0.8675,0.3301289677619934,0.09846697,0.845,0.3960018455982208,0.1257469
155,0.8775,0.3310237377882004,0.09860717,0.84,0.3953099846839905,0.12542209
156,0.86625,0.3321814015507698,0.09937531,0.84,0.39500629901885986,0.12524743
157,0.8725,0.33013908565044403,0.09790802,0.84,0.3945677876472473,0.1250087
158,0.86625,0.32711052894592285,0.097580716,0.84,0.3938855826854706,0.124741904
159,0.86875,0.3246365338563919,0.09611,0.84,0.3934892416000366,0.12456276
160,0.87,0.3216039538383484,0.09501564,0.84,0.39313939213752747,0.12439531
161,0.86625,0.3335023298859596,0.09986744,0.84,0.39255690574645996,0.12411298
162,0.88,0.3177898898720741,0.094015084,0.845,0.39234572649002075,0.124023706
163,0.875,0.3230108618736267,0.09553759,0.84,0.3917158842086792,0.123750776
164,0.87375,0.32021889090538025,0.094864786,0.84,0.39106056094169617,0.12346759
165,0.86375,0.3254985511302948,0.09722859,0.84,0.39073431491851807,0.123334035
166,0.86,0.3354516625404358,0.09949915,0.845,0.3902599811553955,0.12311752
167,0.87,0.32145974785089493,0.096132725,0.845,0.3894457519054413,0.122774094
168,0.86125,0.32734089344739914,0.0982322,0.845,0.3887786865234375,0.12252534
169,0.87,0.3162330314517021,0.09322261,0.845,0.38863247632980347,0.12247473
170,0.87,0.32253292202949524,0.09512635,0.85,0.3881944417953491,0.12224115
171,0.87125,0.3173489570617676,0.093953095,0.85,0.3882388174533844,0.122283526
172,0.8725,0.3226899355649948,0.09549505,0.855,0.3880482614040375,0.12213607
173,0.87625,0.31253378093242645,0.09221773,0.855,0.3881819248199463,0.12221609
174,0.8775,0.3171762600541115,0.09373904,0.855,0.38775721192359924,0.12205915
175,0.88,0.3105117976665497,0.09134187,0.85,0.38764747977256775,0.12208332
176,0.87625,0.3187919408082962,0.09391861,0.845,0.3876994848251343,0.12203882
177,0.865,0.3145053833723068,0.09327409,0.845,0.38744938373565674,0.12192269
178,0.875,0.322694830596447,0.09558634,0.845,0.3870956003665924,0.12174477
179,0.87375,0.31087861210107803,0.09200627,0.845,0.3869995176792145,0.12166163
180,0.86375,0.31417885422706604,0.09345254,0.845,0.3867570459842682,0.12151105
181,0.8825,0.3133099898695946,0.09189251,0.845,0.3866996467113495,0.12143863
182,0.87625,0.31063492596149445,0.09144852,0.845,0.38617801666259766,0.121159144
183,0.86625,0.3153892084956169,0.093504556,0.845,0.3858408033847809,0.12108126
184,0.8675,0.3237673342227936,0.09724318,0.84,0.3857967257499695,0.121084526
185,0.87,0.3155614212155342,0.09315627,0.84,0.3861086964607239,0.12103655
186,0.86875,0.3200111761689186,0.094707526,0.84,0.3860776424407959,0.12102577
187,0.8725,0.3175133913755417,0.094955385,0.84,0.3857710659503937,0.12086535
188,0.8825,0.3078899532556534,0.090835534,0.84,0.38572511076927185,0.120796785
189,0.8675,0.30995164811611176,0.09191552,0.84,0.3857191503047943,0.12085123
190,0.87875,0.3029080033302307,0.089000486,0.84,0.3857451379299164,0.120848715
191,0.8675,0.3105052560567856,0.091947384,0.84,0.3854880928993225,0.120701455
192,0.89,0.2982298731803894,0.08677563,0.84,0.38525381684303284,0.120579
193,0.87625,0.3094053193926811,0.091722384,0.83,0.3853110373020172,0.120612174
194,0.875,0.3042263500392437,0.0895054,0.835,0.3851151764392853,0.12048057
195,0.87625,0.30473315715789795,0.08981162,0.835,0.3850734233856201,0.1204553
196,0.87625,0.3078000470995903,0.09129082,0.835,0.3849043548107147,0.12028074
197,0.88125,0.30628711730241776,0.08999463,0.835,0.38490116596221924,0.12025487
198,0.88125,0.30450963228940964,0.08912584,0.83,0.3848322331905365,0.12018391
199,0.87875,0.3038576543331146,0.08841498,0.83,0.38506415486335754,0.120234996
200,0.8725,0.3030938431620598,0.08919616,0.83,0.38474830985069275,0.12017563
201,0.88,0.3004423826932907,0.08863164,0.83,0.3844771981239319,0.120028056
202,0.87875,0.30147837847471237,0.08795576,0.83,0.3842584490776062,0.11994583
203,0.8775,0.30781834572553635,0.09042208,0.83,0.3839177191257477,0.11983312
204,0.8825,0.29785431921482086,0.08720902,0.83,0.3843342959880829,0.11996277
205,0.88,0.30561522394418716,0.0906416,0.83,0.3845674395561218,0.11999033
206,0.88375,0.3025694936513901,0.08849471,0.835,0.3844956159591675,0.119900316
207,0.89125,0.3011040836572647,0.08737733,0.835,0.38483765721321106,0.11998534
208,0.87875,0.3043261393904686,0.08878929,0.835,0.38474026322364807,0.11991348
209,0.87875,0.30250757932662964,0.08841556,0.835,0.38456809520721436,0.11987936
210,0.8775,0.3057613968849182,0.08999494,0.83,0.3846217393875122,0.11987502
211,0.88,0.3020644709467888,0.08833368,0.83,0.3849639892578125,0.119928315
212,0.885,0.29824385792016983,0.08765159,0.83,0.38508155941963196,0.11997615
213,0.88,0.2949053645133972,0.086259216,0.83,0.3849513530731201,0.119893424
214,0.87875,0.2954951673746109,0.08647446,0.83,0.38501954078674316,0.119942226
215,0.87875,0.29952824115753174,0.08813149,0.835,0.38498446345329285,0.119934045
216,0.88125,0.29810217022895813,0.08838677,0.835,0.3847254514694214,0.11979125
217,0.8725,0.2965979501605034,0.08810911,0.83,0.3847173750400543,0.11980963
218,0.88,0.29107071086764336,0.084623955,0.835,0.38469600677490234,0.11973098
219,0.89,0.29895711690187454,0.08709735,0.83,0.3844127357006073,0.11967472
220,0.88125,0.29583029448986053,0.08657345,0.83,0.3843756914138794,0.11969816
221,0.885,0.29304955154657364,0.08633535,0.825,0.384409636259079,0.119725816
222,0.8825,0.2916587069630623,0.085357435,0.825,0.38417381048202515,0.119681016
223,0.87875,0.29239050298929214,0.08578753,0.83,0.3848645091056824,0.119857185
224,0.885,0.29164692759513855,0.085788995,0.825,0.3846956193447113,0.11976865
225,0.88375,0.29304177314043045,0.0857124,0.825,0.3847704827785492,0.11986141
226,0.885,0.30126068741083145,0.08822343,0.825,0.3849376440048218,0.11992856
227,0.88125,0.2895326763391495,0.084316865,0.825,0.3849610984325409,0.11991007
228,0.87875,0.2920869067311287,0.08553116,0.825,0.3849615454673767,0.119909376
229,0.89375,0.28721457719802856,0.08370696,0.825,0.3851127326488495,0.11989815
230,0.88,0.2867051288485527,0.0836862,0.825,0.38492336869239807,0.11978479
231,0.87875,0.2945770174264908,0.0871014,0.825,0.38453710079193115,0.11972073
232,0.88875,0.28955070301890373,0.08497714,0.825,0.3843574523925781,0.11952922
233,0.88625,0.2859463170170784,0.08298905,0.825,0.384802907705307,0.11966449
234,0.885,0.2865761071443558,0.083708,0.825,0.3847159445285797,0.1196271
235,0.88375,0.29677340388298035,0.0872624,0.825,0.38467204570770264,0.11964118
236,0.89375,0.28656570613384247,0.08370781,0.825,0.3845028281211853,0.119506896
237,0.89125,0.29219842702150345,0.08518372,0.825,0.3844124972820282,0.11948863
238,0.8925,0.28885550051927567,0.08390947,0.82,0.38471001386642456,0.119393356
239,0.89375,0.28577902913093567,0.083495826,0.82,0.3844750225543976,0.11938341
240,0.89,0.29140210896730423,0.084513165,0.82,0.3847288489341736,0.11941715
241,0.88625,0.2944754511117935,0.08636581,0.82,0.3846786618232727,0.11938704
242,0.8925,0.28107357025146484,0.080957025,0.82,0.38456112146377563,0.11925871
243,0.88875,0.28115924447774887,0.08169594,0.82,0.3842391073703766,0.11898883
244,0.89125,0.2833675220608711,0.08239999,0.82,0.38412415981292725,0.1190446
245,0.8925,0.28884531557559967,0.08332045,0.82,0.38436654210090637,0.11901332
246,0.895,0.28656577318906784,0.08298757,0.82,0.38357865810394287,0.118825644
247,0.8875,0.2825356014072895,0.08253318,0.815,0.3835605978965759,0.118760034
248,0.89,0.28477316349744797,0.08319643,0.815,0.38369372487068176,0.118678845
249,0.89625,0.2851702496409416,0.0827994,0.82,0.3838387429714203,0.11862538
250,0.88375,0.2754979357123375,0.08023998,0.82,0.3835600018501282,0.11844379
251,0.90125,0.2783886790275574,0.08057178,0.82,0.38328444957733154,0.118418664
252,0.88875,0.288334384560585,0.08351847,0.815,0.3829803168773651,0.11831781
253,0.8875,0.2770243175327778,0.08093303,0.825,0.3829011917114258,0.11840418
254,0.89125,0.28188591450452805,0.08229876,0.815,0.3832610845565796,0.11851472
255,0.88625,0.2803613319993019,0.08163523,0.82,0.3831971287727356,0.11841397
256,0.88125,0.28749115765094757,0.084457986,0.815,0.38299980759620667,0.11851134
257,0.8875,0.27735667675733566,0.08003763,0.82,0.38270342350006104,0.11837646
258,0.9,0.27543751150369644,0.079751134,0.815,0.3828470706939697,0.11835452
259,0.89875,0.2770991921424866,0.08007689,0.815,0.3832446336746216,0.11848896
260,0.88875,0.2835599556565285,0.08224476,0.815,0.3831511437892914,0.11860479
261,0.90125,0.28022897243499756,0.08043316,0.815,0.38369277119636536,0.118546456
262,0.895,0.27744148671627045,0.08058803,0.82,0.3843517601490021,0.118613936
263,0.885,0.28938285633921623,0.0848641,0.815,0.383266806602478,0.11833947
264,0.89375,0.27334366738796234,0.07905937,0.815,0.3835252821445465,0.11841261
265,0.89,0.2866411656141281,0.08373619,0.815,0.3838774561882019,0.1187958
266,0.88875,0.27614568918943405,0.08019077,0.815,0.38392436504364014,0.11872721
267,0.89,0.2697605490684509,0.07771561,0.82,0.38325339555740356,0.11855886
268,0.8925,0.27246765047311783,0.07811604,0.82,0.3832422196865082,0.11839452
269,0.8925,0.2684025838971138,0.07714949,0.82,0.38301095366477966,0.11845539
270,0.8975,0.27384308353066444,0.07880129,0.82,0.38228869438171387,0.118120395
271,0.89,0.27401820197701454,0.07988433,0.82,0.3826218843460083,0.11830609
272,0.9,0.27080146223306656,0.07799201,0.82,0.3816635012626648,0.117866665
273,0.89125,0.2735319919884205,0.079417475,0.82,0.3817882537841797,0.1178012
274,0.88875,0.27235381305217743,0.07916874,0.82,0.38172703981399536,0.11783555
275,0.89,0.27402164041996,0.079411514,0.82,0.3817887008190155,0.11794314
276,0.8975,0.2698831856250763,0.07834026,0.82,0.38225436210632324,0.11777538
277,0.895,0.26742733642458916,0.07771346,0.82,0.38187849521636963,0.11781591
278,0.9025,0.27298426628112793,0.078079075,0.82,0.381387859582901,0.11761628
279,0.89625,0.2680983245372772,0.07777271,0.82,0.3813338875770569,0.117587306
280,0.89,0.27460602670907974,0.07970721,0.82,0.38104385137557983,0.11756724
281,0.9,0.273161344230175,0.078159906,0.82,0.3807746469974518,0.11746914
282,0.895,0.2705893963575363,0.0783626,0.82,0.3806738257408142,0.11739653
283,0.88875,0.2786436937749386,0.081112355,0.82,0.3814789950847626,0.11730924
284,0.9,0.27186083793640137,0.07874206,0.82,0.3809942305088043,0.11732405
285,0.9,0.2740727514028549,0.07833724,0.815,0.3816322684288025,0.11745537
286,0.89875,0.2707345262169838,0.07740272,0.82,0.38142335414886475,0.11762639
287,0.8875,0.275148868560791,0.080017984,0.82,0.3818455934524536,0.117770605
288,0.89875,0.2769681066274643,0.08098371,0.82,0.3808218240737915,0.11767923
289,0.90125,0.2698955424129963,0.07820492,0.82,0.38127395510673523,0.11790059
290,0.905,0.27387623488903046,0.078442305,0.82,0.3816699981689453,0.11794363
291,0.89875,0.269882008433342,0.07775979,0.82,0.380672812461853,0.1174937
292,0.90125,0.27188344299793243,0.07756297,0.82,0.3802136480808258,0.11722221
293,0.90125,0.26744138449430466,0.07701224,0.82,0.38065606355667114,0.11726976
294,0.895,0.2701198011636734,0.07849731,0.82,0.3810179829597473,0.11742029
295,0.9,0.26240504905581474,0.07582661,0.82,0.3819378614425659,0.11750438
296,0.9075,0.2636127322912216,0.07499365,0.82,0.38148024678230286,0.117455654
297,0.90125,0.2659747675061226,0.07625867,0.82,0.3810870051383972,0.117220186
298,0.89375,0.2792467027902603,0.08095778,0.82,0.38040149211883545,0.1169776
299,0.89875,0.2717849016189575,0.0782431,0.82,0.38059085607528687,0.117126115
300,0.90375,0.2544119283556938,0.07330635,0.82,0.3814416527748108,0.117339365
301,0.90625,0.2670564353466034,0.07664652,0.82,0.38138440251350403,0.11726736
302,0.8925,0.26573020964860916,0.07755763,0.82,0.3815844655036926,0.1173515
303,0.9025,0.2810750938951969,0.08115151,0.82,0.38019198179244995,0.11713088
304,0.90625,0.26651906222105026,0.0764518,0.82,0.3808630108833313,0.117188655
305,0.90875,0.26293185353279114,0.075604476,0.82,0.3807803988456726,0.117124625
306,0.9,0.2589060664176941,0.075251505,0.82,0.3810782730579376,0.11729771
307,0.90875,0.26317858695983887,0.07534673,0.82,0.38092952966690063,0.11715785
308,0.90375,0.2574778199195862,0.07392165,0.825,0.38143759965896606,0.11764861
309,0.89,0.2677815780043602,0.07813853,0.82,0.3810310363769531,0.11754194
310,0.9,0.25957655906677246,0.07454146,0.82,0.38109809160232544,0.11728563
311,0.895,0.2639225423336029,0.07602825,0.82,0.3808600604534149,0.11728167
312,0.90125,0.2618485763669014,0.07489277,0.82,0.38011282682418823,0.116906464
313,0.9,0.26079506427049637,0.074623205,0.82,0.38032886385917664,0.11709342
314,0.9,0.2660100758075714,0.07706616,0.82,0.37974730134010315,0.116893396
315,0.8925,0.2680414915084839,0.078054115,0.825,0.3806358575820923,0.11700307
316,0.89625,0.2627708353102207,0.076049194,0.825,0.38034021854400635,0.11691289
317,0.895,0.26675304770469666,0.076735295,0.825,0.37993568181991577,0.1169329
318,0.89625,0.26120593398809433,0.07561642,0.825,0.37911832332611084,0.11670361
319,0.89875,0.2599646858870983,0.07540358,0.825,0.3792641758918762,0.11658345
320,0.90625,0.2602361962199211,0.07484118,0.825,0.37990161776542664,0.11681138
321,0.895,0.2653339169919491,0.07724862,0.825,0.37993311882019043,0.11677247
322,0.90375,0.2525569908320904,0.07225622,0.825,0.3795529305934906,0.11656499
323,0.90625,0.25548259541392326,0.073879525,0.825,0.37926185131073,0.1163404
324,0.8975,0.2715611755847931,0.07912245,0.825,0.3796805143356323,0.116509005
325,0.89625,0.2615658938884735,0.0753635,0.83,0.38062363862991333,0.116775505
326,0.9,0.26781846582889557,0.07860787,0.825,0.37916791439056396,0.116371535
327,0.90375,0.2725461646914482,0.078450486,0.825,0.378574401140213,0.11645274
328,0.9,0.25803132727742195,0.07441228,0.825,0.3792811334133148,0.11657998
329,0.9025,0.25349901989102364,0.072971076,0.825,0.3797123432159424,0.116646186
330,0.895,0.261519480496645,0.07578824,0.825,0.3797789514064789,0.116728105
331,0.9,0.2585050202906132,0.074727066,0.83,0.37995582818984985,0.11695627
332,0.9,0.25383028388023376,0.073554896,0.83,0.3805573582649231,0.11704643
333,0.90375,0.25429752096533775,0.072856575,0.83,0.3807273805141449,0.11718703
334,0.895,0.2562086209654808,0.07403404,0.835,0.3809833228588104,0.11700164
335,0.90625,0.2562968581914902,0.07391998,0.83,0.3804694712162018,0.11678696
336,0.905,0.25290781632065773,0.07346444,0.83,0.38061636686325073,0.11669173
337,0.90375,0.25338243693113327,0.0728378,0.83,0.3805159628391266,0.11675804
338,0.9,0.26071277633309364,0.07543248,0.83,0.3801724910736084,0.11659536
339,0.90125,0.25813955813646317,0.0741692,0.83,0.3801380395889282,0.11658455
340,0.90125,0.2563866227865219,0.07393487,0.83,0.37985852360725403,0.11673238
341,0.89625,0.260238703340292,0.075553074,0.83,0.3801751434803009,0.116725646
342,0.90125,0.25204748287796974,0.07307455,0.83,0.3805673122406006,0.116851434
